"order_id","order_date","order_year_month","customer_name","city","state_province","email","order_type","quantity","product_name","product_line","product_price","product_status"
61788,2026-01-10,"2026-01",Holly Garcia,South Timothy,Mississippi,holly_garcia@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61791,2026-01-10,"2026-01",Kelvin Xu,Lake Davidmouth,Iowa,kelvin_xu@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61799,2026-01-10,"2026-01",Kevin Lopez,Wongville,Arizona,kevin_lopez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61798,2026-01-10,"2026-01",Logan Baker,Russellstad,New Jersey,logan_baker@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61790,2026-01-10,"2026-01",Louis Chande,Burgessport,Missouri,louis_chande@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61817,2026-01-10,"2026-01",Shawn Lal,Vasquezfort,New York,shawn_lal@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61888,2026-01-11,"2026-01",Andrea Campbell,Lake Stephen,Massachusetts,andrea_campbell@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61867,2026-01-11,"2026-01",Arianna Coleman,North Stevenbury,Connecticut,arianna_coleman@email.com,Online,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61890,2026-01-11,"2026-01",Denise Rodriguez,West Davidbury,Kentucky,denise_rodriguez@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61866,2026-01-11,"2026-01",Jasmine Powell,Lake Monicamouth,Texas,jasmine_powell@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61868,2026-01-11,"2026-01",Richard Powell,Mercermouth,Maine,richard_powell@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61958,2026-01-12,"2026-01",Christy Sun,Gordonland,Florida,christy_sun@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61929,2026-01-12,"2026-01",Devin Martin,Wandatown,New Hampshire,devin_martin@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61956,2026-01-12,"2026-01",Kelli Xie,Troyberg,Maryland,kelli_xie@email.com,Retail,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61964,2026-01-12,"2026-01",Miranda Patterson,East Melissaland,Montana,miranda_patterson@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61942,2026-01-12,"2026-01",Morgan Coleman,South Ruth,Idaho,morgan_coleman@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61987,2026-01-13,"2026-01",Emma Jones,South Breanna,Georgia,emma_jones@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62016,2026-01-13,"2026-01",Fernando Lee,Darleneshire,Massachusetts,fernando_lee@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61978,2026-01-13,"2026-01",Maurice Luo,Lake Antonioland,Oregon,maurice_luo@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61995,2026-01-13,"2026-01",Raul Shen,Brownstad,Texas,raul_shen@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
61996,2026-01-13,"2026-01",Ricky Serrano,South Johnport,Nevada,ricky_serrano@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62042,2026-01-14,"2026-01",Allison Murphy,Jonesborough,Louisiana,allison_murphy@email.com,Retail,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62059,2026-01-14,"2026-01",Dominic Mehta,East Thomas,Minnesota,dominic_mehta@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62036,2026-01-14,"2026-01",Eduardo Patterson,East Beth,South Carolina,eduardo_patterson@email.com,Retail,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62060,2026-01-14,"2026-01",Edwin Xie,Reynoldsburgh,Colorado,edwin_xie@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62058,2026-01-14,"2026-01",Leonard Rai,Atkinsonhaven,Oklahoma,leonard_rai@email.com,Retail,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62061,2026-01-14,"2026-01",Oscar Griffin,North Anthony,Pennsylvania,oscar_griffin@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62087,2026-01-14,"2026-01",Troy Sara,2026-06-23,"2026-06",troy_sara@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62105,2026-01-15,"2026-01",Adam Scott,Reneemouth,Maine,adam_scott@email.com,Online,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62120,2026-01-15,"2026-01",David Shepard,Anthonyfort,New Mexico,david_shepard@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62104,2026-01-15,"2026-01",Kaylee Stewart,Francischester,Massachusetts,kaylee_stewart@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62124,2026-01-15,"2026-01",Kelsey Luo,Adamhaven,Indiana,kelsey_luo@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62123,2026-01-15,"2026-01",Pedro Ramos,Lake Stevenfurt,New York,pedro_ramos@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62098,2026-01-15,"2026-01",Stanley Arun,Bryanttown,North Dakota,stanley_arun@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62140,2026-01-15,"2026-01",Terrence Sharma,Rodriguezside,Oklahoma,terrence_sharma@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62138,2026-01-15,"2026-01",Tonya Andersen,Hendrixmouth,Montana,tonya_andersen@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62181,2026-01-16,"2026-01",Alexandra Perez,West Marcmouth,New York,alexandra_perez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62186,2026-01-16,"2026-01",Alexandria Hayes,North Faith,Maryland,alexandria_hayes@email.com,Retail,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62183,2026-01-16,"2026-01",Carla Srini,Samanthaborough,Alaska,carla_srini@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62201,2026-01-16,"2026-01",Cory Raman,Lake Steventon,New Jersey,cory_raman@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62200,2026-01-16,"2026-01",Ebony Subram,Dylanport,Rhode Island,ebony_subram@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62246,2026-01-17,"2026-01",Amber Turner,New Cynthia,Missouri,amber_turner@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62262,2026-01-17,"2026-01",Candace Patel,East Kennethtown,Nevada,candace_patel@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62253,2026-01-17,"2026-01",Charles Jackson,North Josephfurt,Massachusetts,charles_jackson@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62281,2026-01-17,"2026-01",Lucas Young,New Jasonview,Oklahoma,lucas_young@email.com,Online,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62321,2026-01-18,"2026-01",Autumn Wu,Grayville,Wyoming,autumn_wu@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62291,2026-01-18,"2026-01",Cindy Rodriguez,New Jessicaburgh,Wisconsin,cindy_rodriguez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62299,2026-01-18,"2026-01",Gabriella Richardson,New Russellside,Maryland,gabriella_richardson@email.com,Online,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62286,2026-01-18,"2026-01",Peter Shan,Lake David,Nevada,peter_shan@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62336,2026-01-18,"2026-01",Savannah Mitchell,North Johnberg,South Carolina,savannah_mitchell@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62322,2026-01-18,"2026-01",Tara Sutton,East Ellen,Iowa,tara_sutton@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62370,2026-01-19,"2026-01",Gina Serrano,North Pamelamouth,Nevada,gina_serrano@email.com,Retail,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62366,2026-01-19,"2026-01",Janet Jimenez,Kingborough,Wyoming,janet_jimenez@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62356,2026-01-19,"2026-01",Jesse Phillips,Garzaport,Georgia,jesse_phillips@email.com,Retail,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62391,2026-01-19,"2026-01",Jesse Brooks,East Stephanieton,Washington,jesse_brooks@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62364,2026-01-19,"2026-01",Joe Gonzalez,Brewerbury,Hawaii,joe_gonzalez@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62354,2026-01-19,"2026-01",Katherine Lee,Danielsview,Vermont,katherine_lee@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62350,2026-01-19,"2026-01",Latasha Jimenez,North Sandrachester,North Dakota,latasha_jimenez@email.com,Retail,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62347,2026-01-19,"2026-01",Rodney Romero,Cynthiaview,Wisconsin,rodney_romero@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62467,2026-01-20,"2026-01",Alexis Coleman,Olsonborough,Rhode Island,alexis_coleman@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62431,2026-01-20,"2026-01",Andres Xie,Smithchester,Nebraska,andres_xie@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62432,2026-01-20,"2026-01",Erick Garcia,Millerstad,Arkansas,erick_garcia@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62407,2026-01-20,"2026-01",Janet Sanz,New Nicholasburgh,Maine,janet_sanz@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62434,2026-01-20,"2026-01",Jeffery Sun,Lake Roseville,Connecticut,jeffery_sun@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62412,2026-01-20,"2026-01",Nancy Chapman,North Haley,Maryland,nancy_chapman@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62398,2026-01-20,"2026-01",Olivia Sanchez,South Kenneth,Hawaii,olivia_sanchez@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62397,2026-01-20,"2026-01",Sergio Rodriguez,Ellisfurt,California,sergio_rodriguez@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62402,2026-01-20,"2026-01",Shannon Vazquez,Carlosfurt,Georgia,shannon_vazquez@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62485,2026-01-21,"2026-01",Andrea Morris,West Ashley,Utah,andrea_morris@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62504,2026-01-21,"2026-01",April Shan,Williamston,Arizona,april_shan@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62486,2026-01-21,"2026-01",Dalton Perry,New Albertstad,Alabama,dalton_perry@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62479,2026-01-21,"2026-01",Kelli Becker,Port Lawrence,Nevada,kelli_becker@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62477,2026-01-21,"2026-01",Mackenzie Morgan,Colemanhaven,Illinois,mackenzie_morgan@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62518,2026-01-21,"2026-01",Robert Kumar,Port Jennifer,Kansas,robert_kumar@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62543,2026-01-22,"2026-01",Ashley Henderson,Port Carolyn,North Carolina,ashley_henderson@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62575,2026-01-22,"2026-01",Benjamin Rodriguez,Hermanborough,Maine,benjamin_rodriguez@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62565,2026-01-22,"2026-01",Casey Alonso,Port Thomas,Oklahoma,casey_alonso@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62574,2026-01-22,"2026-01",Gabriella Morgan,Lake Sara,Wyoming,gabriella_morgan@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62544,2026-01-22,"2026-01",Henry Garcia,Lake Laurashire,New Mexico,henry_garcia@email.com,Retail,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62540,2026-01-22,"2026-01",Jaclyn Luo,Jasonfort,Nevada,jaclyn_luo@email.com,Retail,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62572,2026-01-22,"2026-01",Katelyn Morris,Nicholasville,North Carolina,katelyn_morris@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62545,2026-01-22,"2026-01",Mariah Sanchez,Briannaville,Idaho,mariah_sanchez@email.com,Online,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62548,2026-01-22,"2026-01",Seth Mcdonald,Garnerstad,Indiana,seth_mcdonald@email.com,Retail,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62582,2026-01-23,"2026-01",Bradley Anand,Andrefurt,Hawaii,bradley_anand@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62587,2026-01-23,"2026-01",Brandy Rana,Port Douglas,Maine,brandy_rana@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62594,2026-01-23,"2026-01",Caitlin Howard,East Martinside,Massachusetts,caitlin_howard@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62623,2026-01-23,"2026-01",Dakota Wood,Timside,Florida,dakota_wood@email.com,Online,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62597,2026-01-23,"2026-01",Dalton Perez,North Blake,South Carolina,dalton_perez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62591,2026-01-23,"2026-01",Taylor Ward,Zacharyfurt,Alaska,taylor_ward@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62640,2026-01-24,"2026-01",Gabriella Sanchez,Jennifertown,Nevada,gabriella_sanchez@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62686,2026-01-24,"2026-01",Hannah Jenkins,New Jasonhaven,Massachusetts,hannah_jenkins@email.com,Retail,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62644,2026-01-24,"2026-01",Katherine Cox,East Benjaminshire,Florida,katherine_cox@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62675,2026-01-24,"2026-01",Roger Chander,Thomasland,California,roger_chander@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62727,2026-01-25,"2026-01",Dominic Madan,Odonnellborough,Pennsylvania,dominic_madan@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62705,2026-01-25,"2026-01",Hannah Long,Beckermouth,California,hannah_long@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62706,2026-01-25,"2026-01",Jackson Collins,West Erinton,Maine,jackson_collins@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62726,2026-01-25,"2026-01",Jerry Lal,Samanthaton,Indiana,jerry_lal@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62729,2026-01-25,"2026-01",Kimberly Ramirez,Smithtown,New Hampshire,kimberly_ramirez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62725,2026-01-25,"2026-01",Ross Mehta,New John,North Dakota,ross_mehta@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62728,2026-01-25,"2026-01",Sebastian Bell,Christineburgh,Nevada,sebastian_bell@email.com,Retail,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62709,2026-01-25,"2026-01",Stephanie Young,Leetown,Nebraska,stephanie_young@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62814,2026-01-26,"2026-01",Barbara Ma,North Johnburgh,Iowa,barbara_ma@email.com,Retail,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62777,2026-01-26,"2026-01",Christian White,Changland,Florida,christian_white@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62789,2026-01-26,"2026-01",Diana Sanz,Port Deanna,Iowa,diana_sanz@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62771,2026-01-26,"2026-01",Gabrielle Bryant,Darrellmouth,Kentucky,gabrielle_bryant@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62752,2026-01-26,"2026-01",Geoffrey Madan,New Patriciaview,Connecticut,geoffrey_madan@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62792,2026-01-26,"2026-01",Jimmy Diaz,Victoriastad,Georgia,jimmy_diaz@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62753,2026-01-26,"2026-01",Karen Liu,Ave Street,Alabama,karen_liu@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62794,2026-01-26,"2026-01",Katie Nara,Griffithton,Texas,katie_nara@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62770,2026-01-26,"2026-01",Nicholas Robinson,Johnsonchester,Michigan,nicholas_robinson@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62811,2026-01-26,"2026-01",Olivia Lee,North Markmouth,Washington,olivia_lee@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62793,2026-01-26,"2026-01",Seth Perez,East Jasonmouth,Kentucky,seth_perez@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62791,2026-01-26,"2026-01",Trevor Coleman,South Madelineville,Wyoming,trevor_coleman@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62845,2026-01-27,"2026-01",Adriana Rodriguez,Port Chelsea,Florida,adriana_rodriguez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62837,2026-01-27,"2026-01",Austin Martin,North Carolyn,Georgia,austin_martin@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62832,2026-01-27,"2026-01",Isabel Diaz,New Sierramouth,Missouri,isabel_diaz@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62870,2026-01-27,"2026-01",Lindsey Chander,East Nancy,Arizona,lindsey_chander@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62825,2026-01-27,"2026-01",Luke Gonzalez,Mcclainberg,South Dakota,luke_gonzalez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62834,2026-01-27,"2026-01",Nancy Chapman,North Haley,Maryland,nancy_chapman@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62830,2026-01-27,"2026-01",Russell Xie,South Andrewhaven,Mississippi,russell_xie@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62831,2026-01-27,"2026-01",Sierra Young,East Frankbury,California,sierra_young@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62907,2026-01-28,"2026-01",Desiree Bradley,South Linda,Virginia,desiree_bradley@email.com,Online,1,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62878,2026-01-28,"2026-01",Jenny Pal,Lindsayborough,West Virginia,jenny_pal@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62941,2026-01-28,"2026-01",Lucas Mitchell,Greenhaven,Florida,lucas_mitchell@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62910,2026-01-28,"2026-01",Michele Suri,Clarkfort,Nevada,michele_suri@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62879,2026-01-28,"2026-01",Sergio Lopez,Port Austinhaven,South Carolina,sergio_lopez@email.com,Online,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62929,2026-01-28,"2026-01",Willie Yuan,Lake Jenniferfurt,Ohio,willie_yuan@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62960,2026-01-29,"2026-01",Barry Garcia,Bethside,New Jersey,barry_garcia@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62976,2026-01-29,"2026-01",Billy Serrano,Evansmouth,New York,billy_serrano@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62961,2026-01-29,"2026-01",Jason Griffin,West Elizabeth,Washington,jason_griffin@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62977,2026-01-29,"2026-01",Jillian Perez,2026-06-23,"2026-06",jillian_perez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62958,2026-01-29,"2026-01",Mason Roberts,Davisshire,Mississippi,mason_roberts@email.com,Retail,3,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62954,2026-01-29,"2026-01",Suzanne She,Dianeville,Nevada,suzanne_she@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
62995,2026-01-29,"2026-01",Zachary Simmons,East Darren,Virginia,zachary_simmons@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63059,2026-01-30,"2026-01",Corey Lal,Lake Claudia,Nevada,corey_lal@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63019,2026-01-30,"2026-01",Hailey Campbell,New Elizabeth,Louisiana,hailey_campbell@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63054,2026-01-30,"2026-01",Hailey Morgan,Richardsside,New Jersey,hailey_morgan@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63035,2026-01-30,"2026-01",Jamie Gutierrez,East Samanthamouth,New Jersey,jamie_gutierrez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63005,2026-01-30,"2026-01",Nancy Fernandez,New James,Missouri,nancy_fernandez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63034,2026-01-30,"2026-01",Suzanne Huang,New Jessicaside,Kansas,suzanne_huang@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63011,2026-01-30,"2026-01",Vincent Cai,South Richardfort,South Carolina,vincent_cai@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63033,2026-01-30,"2026-01",Wendy Suarez,Port Cassie,Texas,wendy_suarez@email.com,Online,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63106,2026-01-31,"2026-01",Alberto Hernandez,Bishopmouth,Massachusetts,alberto_hernandez@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63076,2026-01-31,"2026-01",Douglas Rana,South Crystal,Washington,douglas_rana@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
63114,2026-01-31,"2026-01",Kristy Ruiz,Port Tiffanyhaven,Kentucky,kristy_ruiz@email.com,Retail,2,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp,Accessories,3.99,Active
